Row,B3_DATUM_B_LOC,B3_REF_OD,C1_LOC_INSIDE_PLN,C4_LOC_TOP_PLN,B3_THICK1_WALL,B3_THICK2_WALL,B3_THICK3_WALL,B3_THICK4_WALL,Layout,BuildDate,Powder,MeasureSeq,Nonconformity,RowID,ColID,PlateID
Ob3,0.4172,0.4501,0.0549,0.2674,0.0151,0.0155,0.0162,0.0149,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,3,O
Ob4,0.4169,0.4484,0.0554,0.2684,0.0163,0.0153,0.0153,0.0153,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,4,O
Ob5,0.4165,0.4482,0.0549,0.2679,0.0147,0.0158,0.0144,0.0154,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,5,O
Ob7,0.4172,0.4492,0.0544,0.2673,0.0157,0.0157,0.0161,0.0158,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,7,O
Ob8,0.417,0.4496,0.0538,0.267,0.0164,0.0164,0.015,0.0168,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,8,O
Ob9,0.4164,0.4479,0.0542,0.2662,0.0186,0.0166,0.0162,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,9,O
Ob11,0.4168,0.4486,0.0523,0.2655,0.0165,0.0151,0.016,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,2,11,O
Oc1,0.4174,0.4488,0.0539,0.2676,0.0157,0.016,0.0161,0.0154,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,1,O
Oc2,0.4172,0.4485,0.0543,0.2677,0.0162,0.0157,0.0158,0.0157,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,2,O
Oc3,0.4172,0.4495,0.054,0.2683,0.0157,0.0165,0.0158,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,3,O
Oc4,0.4163,0.4484,0.0544,0.2679,0.0156,0.0159,0.0164,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,4,O
Oc5,0.4169,0.4481,0.0546,0.2672,0.0163,0.0159,0.0149,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,5,O
Oc6,0.4166,0.4485,0.0554,0.2675,0.0157,0.0163,0.0147,0.0151,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,6,O
Oc7,0.4172,0.4488,0.0541,0.2674,0.0162,0.0171,0.0152,0.0165,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,7,O
Oc8,0.4162,0.4482,0.054,0.267,0.0151,0.0161,0.0162,0.0165,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,8,O
Oc9,0.417,0.449,0.0532,0.2671,0.0174,0.0177,0.0156,0.0154,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,9,O
Oc10,0.417,0.4485,0.0532,0.2664,0.0158,0.0161,0.0162,0.0156,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,10,O
Oc11,0.4172,0.4491,0.0529,0.2665,0.0163,0.0159,0.0149,0.0149,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,3,11,O
Od1,0.4165,0.448,0.0556,0.2673,0.0161,0.0153,0.015,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,1,O
Od2,0.4171,0.4488,0.0545,0.2678,0.0157,0.0155,0.016,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,2,O
Od3,0.4165,0.4475,0.0546,0.2675,0.0148,0.0153,0.0158,0.0156,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,3,O
Od4,0.4169,0.4482,0.0542,0.2683,0.016,0.0156,0.0146,0.0171,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,4,O
Od5,0.4172,0.4482,0.0544,0.2678,0.0151,0.0161,0.0152,0.0165,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,5,O
Od6,0.4173,0.4487,0.0554,0.2686,0.0154,0.016,0.0145,0.0154,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,6,O
Od7,0.4167,0.4482,0.0546,0.2677,0.0152,0.0157,0.0152,0.0171,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,7,O
Od8,0.4169,0.4479,0.0547,0.2681,0.0159,0.0165,0.0152,0.0149,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,8,O
Od9,0.4173,0.4485,0.0533,0.267,0.0165,0.0161,0.0174,0.0157,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,9,O
Od10,0.4164,0.4483,0.0532,0.2665,0.0163,0.0157,0.0155,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,10,O
Od11,0.4168,0.4491,0.0523,0.2659,0.0172,0.0155,0.0176,0.0168,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,4,11,O
Oe1,0.417,0.4494,0.0539,0.2679,0.0159,0.016,0.0149,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,1,O
Oe2,0.4168,0.4483,0.0552,0.2682,0.0155,0.0159,0.0154,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,2,O
Oe3,0.4175,0.4482,0.0543,0.2684,0.0154,0.016,0.0165,0.0148,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,3,O
Oe4,0.4171,0.4478,0.0548,0.2679,0.0152,0.0154,0.0155,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,4,O
Oe5,0.417,0.4477,0.0552,0.2682,0.0153,0.0157,0.0152,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,5,O
Oe6,0.4172,0.4486,0.0547,0.2685,0.0148,0.0155,0.0148,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,6,O
Oe7,0.4168,0.4487,0.0546,0.2678,0.016,0.0157,0.016,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,7,O
Oe8,0.4169,0.4479,0.0539,0.2676,0.0175,0.0153,0.0162,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,8,O
Oe9,0.4165,0.4482,0.0538,0.2677,0.0156,0.0161,0.0159,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,9,O
Oe10,0.4172,0.449,0.0535,0.2663,0.0158,0.015,0.0155,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,10,O
Oe11,0.4168,0.448,0.0522,0.2663,0.0148,0.0158,0.0151,0.0153,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,5,11,O
Of1,0.4176,0.448,0.0538,0.2672,0.0158,0.0159,0.0161,0.0167,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,1,O
Of3,0.4166,0.4487,0.0553,0.2686,0.0156,0.0166,0.0152,0.0159,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,3,O
Of4,0.4166,0.4484,0.0548,0.2688,0.0154,0.016,0.0158,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,4,O
Of5,0.4173,0.4478,0.0546,0.2679,0.0153,0.0157,0.0161,0.0152,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,5,O
Of7,0.4177,0.4484,0.054,0.2678,0.0169,0.0153,0.0165,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,7,O
Of8,0.4169,0.449,0.0533,0.2679,0.0175,0.0162,0.0157,0.0167,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,8,O
Of9,0.4178,0.4495,0.0543,0.2673,0.0162,0.0147,0.0145,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,9,O
Of11,0.4167,0.4502,0.0529,0.2655,0.0162,0.0156,0.0156,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,6,11,O
Og1,0.4172,0.4477,0.0553,0.2676,0.0158,0.0153,0.0163,0.0165,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,1,O
Og2,0.4165,0.4479,0.0547,0.2678,0.016,0.016,0.0161,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,2,O
Og3,0.4178,0.4483,0.0555,0.2687,0.0156,0.015,0.0154,0.0159,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,3,O
Og4,0.4169,0.4479,0.0552,0.2687,0.0147,0.0152,0.0157,0.0167,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,4,O
Og5,0.4177,0.4488,0.0551,0.2687,0.0151,0.0157,0.0151,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,5,O
Og6,0.4174,0.4493,0.0546,0.2689,0.0149,0.0157,0.016,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,6,O
Og7,0.4175,0.4483,0.0548,0.2681,0.0161,0.0145,0.0162,0.0158,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,7,O
Og8,0.417,0.4478,0.054,0.2683,0.0144,0.0155,0.0161,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,8,O
Og9,0.4175,0.4491,0.0541,0.2672,0.0157,0.0161,0.0146,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,9,O
Og10,0.4172,0.4489,0.0535,0.2669,0.0154,0.0156,0.0157,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,10,O
Og11,0.4175,0.4488,0.0527,0.2666,0.0158,0.0158,0.0154,0.0151,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,7,11,O
Oh1,0.4181,0.449,0.055,0.2676,0.0154,0.015,0.0157,0.0153,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,1,O
Oh2,0.4172,0.4481,0.0546,0.2682,0.0158,0.0154,0.0159,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,2,O
Oh3,0.417,0.4479,0.0546,0.2687,0.0155,0.0153,0.0151,0.0163,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,3,O
Oh4,0.4168,0.4485,0.055,0.2685,0.0156,0.0156,0.0154,0.0165,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,4,O
Oh5,0.4171,0.449,0.0545,0.2682,0.0155,0.0165,0.0147,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,5,O
Oh6,0.4176,0.449,0.0549,0.268,0.0153,0.0157,0.0156,0.0159,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,6,O
Oh7,0.4169,0.4485,0.0548,0.268,0.0159,0.0148,0.0151,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,7,O
Oh8,0.4172,0.4487,0.0539,0.2676,0.0156,0.0154,0.0148,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,8,O
Oh9,0.4174,0.449,0.0538,0.2675,0.0155,0.015,0.0154,0.0163,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,9,O
Oh10,0.4168,0.4482,0.0528,0.2666,0.0163,0.0155,0.0163,0.0156,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,10,O
Oh11,0.4176,0.4494,0.0527,0.2663,0.015,0.0153,0.0155,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,8,11,O
Oi1,0.4177,0.4487,0.0542,0.2679,0.0159,0.0159,0.0161,0.0154,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,1,O
Oi2,0.4173,0.4482,0.0552,0.2684,0.0151,0.0155,0.0154,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,2,O
Oi3,0.4175,0.4482,0.0555,0.2681,0.0151,0.0151,0.0144,0.0157,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,3,O
Oi4,0.4168,0.448,0.0548,0.2685,0.0158,0.0161,0.017,0.0152,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,4,O
Oi5,0.4172,0.4488,0.0553,0.2686,0.0183,0.0162,0.0152,0.0159,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,5,O
Oi6,0.4173,0.4486,0.0555,0.2674,0.0147,0.0154,0.0154,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,6,O
Oi7,0.4173,0.4479,0.0545,0.2682,0.0156,0.0153,0.0151,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,7,O
Oi8,0.4174,0.4482,0.054,0.2683,0.0154,0.0163,0.0164,0.0159,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,8,O
Oi9,0.4169,0.4486,0.0531,0.2676,0.0155,0.017,0.0157,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,9,O
Oi10,0.4172,0.4488,0.053,0.2669,0.0165,0.0158,0.0156,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,10,O
Oi11,0.4164,0.4483,0.0523,0.2669,0.016,0.0163,0.0162,0.0162,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,9,11,O
OJ1,0.4174,0.4491,0.0543,0.2679,0.0146,0.0166,0.0167,0.0167,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,1,O
OJ3,0.4172,0.4489,0.0546,0.2679,0.0165,0.0159,0.0155,0.0156,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,3,O
OJ4,0.4173,0.4483,0.0545,0.268,0.0156,0.0159,0.0162,0.0163,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,4,O
OJ5,0.416,0.4479,0.0553,0.2691,0.0156,0.0159,0.0158,0.0153,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,5,O
OJ7,0.4175,0.448,0.0534,0.2672,0.0168,0.0156,0.0151,0.0169,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,7,O
OJ8,0.4168,0.4489,0.0543,0.2676,0.0157,0.0156,0.0154,0.0161,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,8,O
OJ9,0.417,0.4482,0.0535,0.2673,0.0154,0.0156,0.016,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,9,O
OJ11,0.4175,0.4493,0.0524,0.2669,0.0159,0.0161,0.0162,0.0172,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,10,11,O
Ok1,0.4169,0.4486,0.0545,0.2673,0.016,0.0153,0.0158,0.0168,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,1,O
Ok2,0.4166,0.4485,0.0537,0.2678,0.0159,0.0152,0.0157,0.0148,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,2,O
Ok3,0.4174,0.4482,0.055,0.2688,0.0154,0.0161,0.0157,0.0166,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,3,O
Ok4,0.4167,0.4489,0.0544,0.2678,0.0153,0.0149,0.0161,0.0155,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,4,O
Ok5,0.4168,0.4476,0.055,0.2674,0.0159,0.0153,0.0165,0.0163,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,5,O
Ok6,0.418,0.4487,0.0556,0.2684,0.0159,0.0164,0.0163,0.0156,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,6,O
Ok7,0.4167,0.4483,0.0544,0.2677,0.0153,0.0157,0.0159,0.016,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,7,O
Ok8,0.4169,0.4488,0.0548,0.2679,0.0158,0.0161,0.0151,0.0152,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,8,O
Ok9,0.4165,0.4486,0.0546,0.2676,0.0164,0.0153,0.0172,0.0157,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,9,O
Ok10,0.4163,0.4485,0.0533,0.2664,0.0159,0.0164,0.0154,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,10,O
Ok11,0.4159,0.4479,0.0524,0.2666,0.0158,0.0168,0.0192,0.0164,11X11TA,8/27/2019,Recycled,PreEDM,FALSE,11,11,O
Pa1,0.4165,0.4473,0.0553,0.2669,0.0152,0.0152,0.0165,0.0152,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,1,P
Pa2,0.4166,0.4477,0.0551,0.267,0.0156,0.0169,0.0153,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,2,P
Pa3,0.4166,0.4483,0.0547,0.2678,0.0153,0.0175,0.0158,0.0152,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,3,P
Pa4,0.4171,0.4486,0.0546,0.2671,0.0157,0.0166,0.0156,0.016,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,4,P
Pa5,0.4162,0.4479,0.0543,0.2669,0.0158,0.0175,0.0145,0.0153,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,5,P
Pa6,0.4173,0.449,0.0548,0.2667,0.0151,0.0158,0.0159,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,6,P
Pa7,0.4171,0.4489,0.0543,0.2669,0.0161,0.0158,0.0156,0.0154,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,7,P
Pa8,0.4168,0.4486,0.0538,0.2668,0.0154,0.0158,0.0165,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,8,P
Pa9,0.4168,0.4484,0.0533,0.2661,0.0154,0.0162,0.016,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,9,P
Pa10,0.4164,0.4485,0.0536,0.2653,0.0163,0.0165,0.0157,0.016,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,10,P
Pa11,0.4161,0.4484,0.0527,0.2642,0.0159,0.0174,0.0152,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,1,11,P
Pb1,0.417,0.4481,0.0545,0.2668,0.0146,0.0162,0.0161,0.0157,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,1,P
Pb3,0.4173,0.4481,0.0554,0.2674,0.0161,0.0156,0.0155,0.0167,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,3,P
Pb4,0.4167,0.4489,0.0551,0.268,0.017,0.0156,0.016,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,4,P
Pb5,0.417,0.4494,0.0551,0.2675,0.0154,0.0161,0.0157,0.0154,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,5,P
Pb7,0.4173,0.449,0.0551,0.2668,0.0157,0.0152,0.016,0.0162,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,7,P
Pb8,0.4169,0.4505,0.0553,0.2674,0.0184,0.0155,0.0156,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,8,P
Pb9,0.4171,0.4481,0.0538,0.2659,0.0164,0.0154,0.0159,0.0158,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,9,P
Pb11,0.4173,0.449,0.0518,0.2646,0.0165,0.016,0.0151,0.0152,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,2,11,P
Pc1,0.417,0.4488,0.0544,0.2673,0.0159,0.016,0.0161,0.0158,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,1,P
Pc2,0.4172,0.449,0.0543,0.2678,0.0162,0.0164,0.0158,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,2,P
Pc3,0.4177,0.4483,0.0554,0.268,0.0154,0.0153,0.015,0.0151,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,3,P
Pc4,0.417,0.4484,0.0551,0.2678,0.0159,0.016,0.0157,0.0161,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,4,P
Pc5,0.4167,0.448,0.0547,0.2679,0.015,0.0167,0.0155,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,5,P
Pc6,0.4172,0.4485,0.0551,0.2683,0.0156,0.0155,0.0149,0.0145,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,6,P
Pc7,0.4177,0.4487,0.0556,0.267,0.0153,0.0153,0.0161,0.0157,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,7,P
Pc8,0.4173,0.4481,0.055,0.2669,0.0147,0.0165,0.0154,0.0148,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,8,P
Pc9,0.4172,0.4489,0.0548,0.2664,0.0156,0.0157,0.0153,0.0158,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,9,P
Pc10,0.4169,0.4494,0.0528,0.2658,0.0156,0.0156,0.0166,0.0169,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,10,P
Pc11,0.4172,0.4489,0.0528,0.2646,0.0153,0.016,0.0152,0.0158,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,3,11,P
Pd1,0.4168,0.4485,0.0556,0.2671,0.0153,0.0153,0.0169,0.0149,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,1,P
Pd2,0.4169,0.4483,0.0554,0.2672,0.0157,0.0151,0.0154,0.0153,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,2,P
Pd3,0.4167,0.4479,0.055,0.2677,0.0152,0.0159,0.0162,0.0157,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,3,P
Pd4,0.417,0.4483,0.0546,0.2678,0.0146,0.0153,0.0168,0.0161,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,4,P
Pd5,0.4171,0.4485,0.0549,0.2682,0.0148,0.0148,0.0153,0.0157,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,5,P
Pd6,0.4173,0.4491,0.0551,0.2681,0.0161,0.0168,0.0152,0.0153,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,6,P
Pd7,0.4172,0.4484,0.0555,0.2674,0.016,0.0151,0.0152,0.0164,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,7,P
Pd8,0.4168,0.4482,0.0549,0.2674,0.0159,0.0154,0.015,0.0162,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,8,P
Pd9,0.4177,0.4485,0.054,0.2672,0.0158,0.0164,0.0156,0.0173,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,9,P
Pd10,0.4167,0.4483,0.0528,0.2659,0.0164,0.0155,0.0155,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,10,P
Pd11,0.417,0.4483,0.0529,0.2661,0.0164,0.015,0.0148,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,4,11,P
Pe1,0.418,0.4489,0.0549,0.2678,0.0155,0.0158,0.0152,0.0152,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,1,P
Pe2,0.4163,0.448,0.0553,0.2674,0.0142,0.0158,0.0154,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,2,P
Pe3,0.4178,0.4485,0.0552,0.2676,0.0151,0.0159,0.0155,0.0153,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,3,P
Pe4,0.417,0.4485,0.0549,0.2673,0.016,0.0166,0.0149,0.0159,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,4,P
Pe5,0.4168,0.4489,0.0553,0.2685,0.017,0.0158,0.0156,0.0167,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,5,P
Pe6,0.4175,0.4486,0.0557,0.2684,0.0148,0.0156,0.0164,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,6,P
Pe7,0.4174,0.4484,0.0555,0.2678,0.0162,0.015,0.0151,0.0151,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,7,P
Pe8,0.417,0.4483,0.0544,0.2667,0.0152,0.0155,0.015,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,8,P
Pe9,0.4169,0.4483,0.0536,0.2671,0.0157,0.016,0.0158,0.0151,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,9,P
Pe10,0.417,0.4491,0.0538,0.2658,0.0158,0.0157,0.0154,0.0157,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,10,P
Pe11,0.4164,0.4491,0.0524,0.2653,0.0172,0.0166,0.0165,0.0168,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,5,11,P
Pf1,0.4173,0.4479,0.0546,0.2672,0.0154,0.0157,0.0171,0.016,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,1,P
Pf3,0.4172,0.4486,0.0547,0.2677,0.0155,0.015,0.0156,0.0155,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,3,P
Pf4,0.4174,0.4486,0.0546,0.2678,0.0146,0.0147,0.0149,0.018,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,4,P
Pf5,0.417,0.4487,0.0548,0.268,0.0156,0.0151,0.0149,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,5,P
Pf7,0.4179,0.4488,0.0548,0.2672,0.016,0.0149,0.0157,0.0151,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,7,P
Pf8,0.4178,0.4486,0.0541,0.2662,0.0157,0.0168,0.016,0.0151,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,8,P
Pf9,0.4179,0.4486,0.054,0.2665,0.0155,0.0151,0.0153,0.0167,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,9,P
Pf11,0.4172,0.4494,0.0531,0.2654,0.0158,0.0153,0.0159,0.0168,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,6,11,P
Pg1,0.4172,0.4472,0.0543,0.2675,0.0153,0.0147,0.0165,0.0163,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,1,P
Pg2,0.4169,0.4476,0.0549,0.2672,0.0152,0.0159,0.0157,0.0162,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,2,P
Pg3,0.4178,0.448,0.0548,0.2683,0.015,0.0147,0.0152,0.0152,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,3,P
Pg4,0.4168,0.4486,0.0555,0.2686,0.0149,0.016,0.0154,0.0168,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,4,P
Pg5,0.4185,0.4484,0.0553,0.2675,0.0153,0.0148,0.0148,0.015,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,5,P
Pg6,0.4168,0.4489,0.0549,0.2676,0.016,0.0156,0.0153,0.016,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,6,P
Pg7,0.4164,0.4482,0.0547,0.2675,0.0152,0.0152,0.0153,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,7,P
Pg8,0.4171,0.4476,0.0543,0.2673,0.0166,0.0154,0.016,0.0159,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,8,P
Pg9,0.4173,0.4487,0.0538,0.2667,0.0153,0.0153,0.0161,0.0159,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,9,P
Pg10,0.4167,0.449,0.0526,0.2658,0.0151,0.0161,0.0147,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,10,P
Pg11,0.4169,0.4488,0.0531,0.266,0.0158,0.0158,0.0151,0.0156,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,7,11,P
Ph1,0.418,0.4482,0.0541,0.2673,0.0149,0.015,0.0157,0.0149,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,8,1,P
Ph2,0.4169,0.4487,0.055,0.2678,0.015,0.0165,0.0149,0.0161,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,8,2,P
Ph3,0.4169,0.4481,0.055,0.2675,0.0154,0.0154,0.0151,0.0159,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,8,3,P
Ph4,0.4171,0.4487,0.0556,0.2677,0.0147,0.0156,0.0158,0.0154,11X11TA,8/28/2019,Recycled,PreEDM,FALSE,8,4,P
